2018-09-11 10:52:18,784 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 170] - 【homePageButton】未找到，识别失败,元素list长度为0
2018-09-11 10:52:18,784 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:19,621 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 170] - 【homePageButton】未找到，识别失败,元素list长度为0
2018-09-11 10:52:19,621 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:20,250 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 170] - 【homePageButton】未找到，识别失败,元素list长度为0
2018-09-11 10:52:20,251 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:21,144 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 170] - 【homePageButton】未找到，识别失败,元素list长度为0
2018-09-11 10:52:21,144 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:22,361 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 170] - 【homePageButton】未找到，识别失败,元素list长度为0
2018-09-11 10:52:22,362 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:24,846 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 168] - 【homePageButton】识别成功
2018-09-11 10:52:24,846 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:24,847 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 263] - 已返回首页
2018-09-11 10:52:24,851 [vivoX9] INFO  [gby.appium.listern.TestNGListener.onTestStart() Line: 34] - 【publishRoom】测试用例开始执行
2018-09-11 10:52:26,102 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:26,756 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:27,895 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:28,603 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:29,417 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:30,108 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:31,395 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:32,125 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:32,859 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:33,862 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:35,189 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:36,853 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:37,517 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:38,350 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:39,812 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:40,425 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 137] - 【titleInput】暂未找到，轮询中...
2018-09-11 10:52:40,428 [vivoX9] ERROR [gby.appium.page.BasePage.findElement() Line: 93] - 【titleInput】识别失败：识别超时
2018-09-11 10:52:40,439 [vivoX9] ERROR [gby.appium.listern.TestNGListener.onTestFailure() Line: 49] - 【publishRoom】测试用例执行失败
2018-09-11 10:52:48,899 [vivoX9] INFO  [gby.appium.page.BasePage.findElesBy() Line: 168] - 【homePageButton】识别成功
2018-09-11 10:52:48,900 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 261] - 正在返回首页...
2018-09-11 10:52:48,900 [vivoX9] INFO  [gby.appium.page.BasePage.backToHome() Line: 263] - 已返回首页
2018-09-11 10:52:49,206 [vivoX9] INFO  [gby.appium.page.BasePage.findEleBy() Line: 135] - 【mineButton】识别成功
2018-09-11 10:52:49,592 [vivoX9] ERROR [gby.appium.page.BasePage.findElement() Line: 93] - 【titleInput】识别失败：识别超时
2018-09-11 10:52:49,641 [vivoX9] INFO  [gby.appium.listern.TestNGListener.onFinish() Line: 66] - 测试执行完毕
2018-09-11 10:52:49,642 [vivoX9] DEBUG [gby.appium.listern.TestNGListener.onFinish() Line: 76] - publishRoom:[TestResult name=publishRoom status=FAILURE method=PublishPostCase.publishRoom()[pri:0, instance:gby.testng.testcase.PublishPostCase@167fdd33] output=[info] 【publishRoom】测试用例开始执行]
2018-09-11 10:52:49,643 [vivoX9] DEBUG [gby.appium.listern.TestNGListener.onFinish() Line: 93] - publishRoom:[TestResult name=publishRoom status=SKIP method=PublishPostCase.publishRoom()[pri:0, instance:gby.testng.testcase.PublishPostCase@167fdd33] output=[info] 【publishRoom】测试用例开始执行]
